No.,No. 2,Vendor Asset No.,Description,Virtual Asset,Status Code,Condition Code,Active,Critical,Category Code,Type,Manufacturer Code,Model Number,Serial Number,Parent No.,Parent Description,Person/Group Responsible,Notes,Favorite,Open Form Exists,Risk Assessment No.,Max Handout Time (days),In Use,Handed To,Asset Location Code,Asset Location Name,Asset Responsibility Center,Asset Location Address,Asset Location County,Asset Location Country/Region Code,Disable Location Inheritance,Certification Authority,Static Coordinates,Latitude,Longitude,Level,On Transfer Order,In Transit,Installation Date,Lifetime (Years),Expected End Of Life Date,Warranty No.,Warranty Expiration Date,Expiry Notification Date,Warranty Counter Category,Warranty Counter Limit,Warranty Counter Notification Threshold,Number Of Warranties,During Replacement,Replacement Work Order No.,Replacement Asset No.,Connected to Type,Connected to No.,Gen. Bus. Posting Group,Expected Maintenance Strategy,Estimated Cost (h),Ownership Code,Acquisition Date,Acquisition Cost,Current Value,Replacement Cost,Insurance Policy
3950-HT-158,,,Process Building HVAC - CIL - Unit Heater,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3950,Process Plant Building HVAC,,,False,False,,0,False,,PLANT BUILDING & SER,Plant Building & Services,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3950-HT-16,,,Process Building HVAC - Truck Shop - Unit Heater (Propane),False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3950,Process Plant Building HVAC,,,False,False,,0,False,,PLANT BUILDING & SER,Plant Building & Services,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3950-HT-160,,,Unit Heater,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3950,Process Plant Building HVAC,,,False,False,,0,False,,PLANT BUILDING & SER,Plant Building & Services,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3950-HT-162,,,Process Building HVAC - CIL - Unit Heater,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3950,Process Plant Building HVAC,,,False,False,,0,False,,PLANT BUILDING & SER,Plant Building & Services,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3950-HT-164,,,Unit Heater,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3950,Process Plant Building HVAC,,,False,False,,0,False,,PLANT BUILDING & SER,Plant Building & Services,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3950-HT-166,,,Process Building HVAC - CIL - Unit Heater,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3950,Process Plant Building HVAC,,,False,False,,0,False,,PLANT BUILDING & SER,Plant Building & Services,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3950-HT-168,,,Process Building HVAC - CIL - Unit Heater,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3950,Process Plant Building HVAC,,,False,False,,0,False,,PLANT BUILDING & SER,Plant Building & Services,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3950-HT-170,,,Process Building HVAC - CIL - Unit Heater,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3950,Process Plant Building HVAC,,,False,False,,0,False,,PLANT BUILDING & SER,Plant Building & Services,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3950-HT-172,,,Process Building HVAC - CIL - Unit Heater,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3950,Process Plant Building HVAC,,,False,False,,0,False,,PLANT BUILDING & SER,Plant Building & Services,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3950-HT-174,,,Process Building HVAC - CIL - Unit Heater,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3950,Process Plant Building HVAC,,,False,False,,0,False,,PLANT BUILDING & SER,Plant Building & Services,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3950-HT-18,,,Process Building HVAC - Truck Shop - Unit Heater (Propane),False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3950,Process Plant Building HVAC,,,False,False,,0,False,,PLANT BUILDING & SER,Plant Building & Services,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3950-HT-184,,,Process Building HVAC - Heater (Propane),False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3950,Process Plant Building HVAC,,,False,False,,0,False,,PLANT BUILDING & SER,Plant Building & Services,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3950-HT-20,,,Process Building HVAC - Truck Shop - Unit Heater (Propane),False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3950,Process Plant Building HVAC,,,False,False,,0,False,,PLANT BUILDING & SER,Plant Building & Services,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3950-HT-206,,,Process Building HVAC - CIL - Unit Heater,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3950,Process Plant Building HVAC,,,False,False,,0,False,,PLANT BUILDING & SER,Plant Building & Services,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3950-HT-208,,,Electric Heater,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3950,Process Plant Building HVAC,,,False,False,,0,False,,PLANT BUILDING & SER,Plant Building & Services,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3950-HT-216,,,Electric Baseboard,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3950,Process Plant Building HVAC,,,False,False,,0,False,,PLANT BUILDING & SER,Plant Building & Services,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3950-HT-218,,,Electric Baseboard,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3950,Process Plant Building HVAC,,,False,False,,0,False,,PLANT BUILDING & SER,Plant Building & Services,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3950-HT-22,,,Process Building HVAC - Truck Shop - Unit Heater (Propane),False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3950,Process Plant Building HVAC,,,False,False,,0,False,,PLANT BUILDING & SER,Plant Building & Services,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3950-HT-220,,,Electric Baseboard,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3950,Process Plant Building HVAC,,,False,False,,0,False,,PLANT BUILDING & SER,Plant Building & Services,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3950-HT-222,,,Electric Baseboard,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3950,Process Plant Building HVAC,,,False,False,,0,False,,PLANT BUILDING & SER,Plant Building & Services,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3950-HT-224,,,Office AF - Electric Duct Heater,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3950,Process Plant Building HVAC,,,False,False,,0,False,,PLANT BUILDING & SER,Plant Building & Services,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3950-HT-226,,,Office AF - Electric Duct Heater,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3950,Process Plant Building HVAC,,,False,False,,0,False,,PLANT BUILDING & SER,Plant Building & Services,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3950-HT-228,,,Office AF - Electric Duct Heater,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3950,Process Plant Building HVAC,,,False,False,,0,False,,PLANT BUILDING & SER,Plant Building & Services,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3950-HT-230,,,Office AF - Electric Duct Heater,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3950,Process Plant Building HVAC,,,False,False,,0,False,,PLANT BUILDING & SER,Plant Building & Services,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3950-HT-232,,,Office AF - Electric Duct Heater,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3950,Process Plant Building HVAC,,,False,False,,0,False,,PLANT BUILDING & SER,Plant Building & Services,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3950-HT-234,,,Office AF - Electric Duct Heater,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3950,Process Plant Building HVAC,,,False,False,,0,False,,PLANT BUILDING & SER,Plant Building & Services,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3950-HT-236,,,Office AF - Electric Baseboard,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3950,Process Plant Building HVAC,,,False,False,,0,False,,PLANT BUILDING & SER,Plant Building & Services,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3950-HT-238,,,Office AF - Electric Baseboard,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3950,Process Plant Building HVAC,,,False,False,,0,False,,PLANT BUILDING & SER,Plant Building & Services,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3950-HT-240,,,Office AF - Electric Baseboard,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3950,Process Plant Building HVAC,,,False,False,,0,False,,PLANT BUILDING & SER,Plant Building & Services,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3950-HT-242,,,Office AF - Electric Baseboard,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3950,Process Plant Building HVAC,,,False,False,,0,False,,PLANT BUILDING & SER,Plant Building & Services,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3950-HT-244,,,Office AF - Electric Baseboard,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3950,Process Plant Building HVAC,,,False,False,,0,False,,PLANT BUILDING & SER,Plant Building & Services,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3950-HT-246,,,Office AF - Electric Baseboard,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3950,Process Plant Building HVAC,,,False,False,,0,False,,PLANT BUILDING & SER,Plant Building & Services,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3950-HT-248,,,Office AF - Electric Baseboard,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3950,Process Plant Building HVAC,,,False,False,,0,False,,PLANT BUILDING & SER,Plant Building & Services,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3950-HT-250,,,Office AF - Electric Baseboard,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3950,Process Plant Building HVAC,,,False,False,,0,False,,PLANT BUILDING & SER,Plant Building & Services,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3950-HT-252,,,Office AF - Electric Baseboard,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3950,Process Plant Building HVAC,,,False,False,,0,False,,PLANT BUILDING & SER,Plant Building & Services,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3950-HT-254,,,Office AF - Electric Baseboard,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3950,Process Plant Building HVAC,,,False,False,,0,False,,PLANT BUILDING & SER,Plant Building & Services,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3950-HT-256,,,Office AF - Electric Baseboard,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3950,Process Plant Building HVAC,,,False,False,,0,False,,PLANT BUILDING & SER,Plant Building & Services,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3950-HT-258,,,Office AF - Electric Baseboard,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3950,Process Plant Building HVAC,,,False,False,,0,False,,PLANT BUILDING & SER,Plant Building & Services,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3950-HT-260,,,Office AF - Electric Baseboard,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3950,Process Plant Building HVAC,,,False,False,,0,False,,PLANT BUILDING & SER,Plant Building & Services,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3950-HT-262,,,Office AF - Electric Baseboard,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3950,Process Plant Building HVAC,,,False,False,,0,False,,PLANT BUILDING & SER,Plant Building & Services,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3950-HT-264,,,Office AF - Electric Baseboard,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3950,Process Plant Building HVAC,,,False,False,,0,False,,PLANT BUILDING & SER,Plant Building & Services,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3950-HT-266,,,Office AF - Electric Baseboard,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3950,Process Plant Building HVAC,,,False,False,,0,False,,PLANT BUILDING & SER,Plant Building & Services,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3950-HT-268,,,Control Room AF - Electric Duct Heater,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3950,Process Plant Building HVAC,,,False,False,,0,False,,PLANT BUILDING & SER,Plant Building & Services,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3950-HT-270,,,Control Room AF - Electric Duct Heater,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3950,Process Plant Building HVAC,,,False,False,,0,False,,PLANT BUILDING & SER,Plant Building & Services,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3950-HT-272,,,Electric Duct Heater,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3950,Process Plant Building HVAC,,,False,False,,0,False,,PLANT BUILDING & SER,Plant Building & Services,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3950-HT-274,,,Electric Duct Heater,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3950,Process Plant Building HVAC,,,False,False,,0,False,,PLANT BUILDING & SER,Plant Building & Services,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3950-HT-280,,,Electric Wall Heater,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3950,Process Plant Building HVAC,,,False,False,,0,False,,PLANT BUILDING & SER,Plant Building & Services,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3950-HT-282,,,Electric Wall Heater,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3950,Process Plant Building HVAC,,,False,False,,0,False,,PLANT BUILDING & SER,Plant Building & Services,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3950-HT-284,,,Electric Wall Heater,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3950,Process Plant Building HVAC,,,False,False,,0,False,,PLANT BUILDING & SER,Plant Building & Services,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3950-HT-286,,,Electric Wall Heater,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3950,Process Plant Building HVAC,,,False,False,,0,False,,PLANT BUILDING & SER,Plant Building & Services,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3950-HT-290,,,MCC AF - Electric Heater,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3950,Process Plant Building HVAC,,,False,False,,0,False,,PLANT BUILDING & SER,Plant Building & Services,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3950-HT-292,,,Electric Wall Heater,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3950,Process Plant Building HVAC,,,False,False,,0,False,,PLANT BUILDING & SER,Plant Building & Services,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3950-HT-294,,,Electric Wall Heater,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3950,Process Plant Building HVAC,,,False,False,,0,False,,PLANT BUILDING & SER,Plant Building & Services,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3950-HT-298,,,Baseboard,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3950,Process Plant Building HVAC,,,False,False,,0,False,,PLANT BUILDING & SER,Plant Building & Services,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3950-HT-302,,,Concentrator AF - Propane Heater,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3950,Process Plant Building HVAC,,,False,False,,0,False,,PLANT BUILDING & SER,Plant Building & Services,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3950-HT-336,,,Elution Boiler Room Unit Heater,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3620,Carbon Strip (Elution),,,False,False,,0,False,,GOLD RECOVERY & CARB,Gold Recovery & Carbon Regeneration,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3950-HT-58,,,Process Building HVAC - Mill Workshop - Unit Heater,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3950,Process Plant Building HVAC,,,False,False,,0,False,,PLANT BUILDING & SER,Plant Building & Services,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3950-HT-68,,,Process Building HVAC - Unit Heater (Propane),False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3950,Process Plant Building HVAC,,,False,False,,0,False,,PLANT BUILDING & SER,Plant Building & Services,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3950-HT-70,,,Process Building HVAC - Unit Heater (Propane),False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3950,Process Plant Building HVAC,,,False,False,,0,False,,PLANT BUILDING & SER,Plant Building & Services,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3950-HT-72,,,Process Building HVAC - Unit Heater (Propane),False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3950,Process Plant Building HVAC,,,False,False,,0,False,,PLANT BUILDING & SER,Plant Building & Services,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3950-HT-74,,,Process Building HVAC - Unit Heater (Propane),False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3950,Process Plant Building HVAC,,,False,False,,0,False,,PLANT BUILDING & SER,Plant Building & Services,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3950-HT-76,,,Process Building HVAC - Unit Heater (Propane),False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3950,Process Plant Building HVAC,,,False,False,,0,False,,PLANT BUILDING & SER,Plant Building & Services,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3950-HV-12,,,Process Building HVAC - Machine Shop - Duct Furnace (Propane),False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3950,Process Plant Building HVAC,,,False,False,,0,False,,PLANT BUILDING & SER,Plant Building & Services,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3950-HV-14,,,Process Building HVAC - Truck Shop - H&V Unit (Propane),False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3950,Process Plant Building HVAC,,,False,False,,0,False,,PLANT BUILDING & SER,Plant Building & Services,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3950-HV-210,,,Control Room AF - Water Cooled AC,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3950,Process Plant Building HVAC,,,False,False,,0,False,,PLANT BUILDING & SER,Plant Building & Services,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3950-HV-24,,,Process Building HVAC - Truck Shop - Make Up Air Unit (Propane),False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3950,Process Plant Building HVAC,,,False,False,,0,False,,PLANT BUILDING & SER,Plant Building & Services,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3950-HV-44,,,Process Building HVAC - Office - Condensing Unit,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3950,Process Plant Building HVAC,,,False,False,,0,False,,PLANT BUILDING & SER,Plant Building & Services,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3950-HV-46,,,Process Building HVAC - Office - AHU,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3950,Process Plant Building HVAC,,,False,False,,0,False,,PLANT BUILDING & SER,Plant Building & Services,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3950-HV-52,,,Process Building HVAC -Metalurgical Lab -  HVAC Unit (Propane),False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3950,Process Plant Building HVAC,,,False,False,,0,False,,PLANT BUILDING & SER,Plant Building & Services,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3950-HV-62,,,Process Building HVAC - Truck Shop - Air Conditioning Unit,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3950,Process Plant Building HVAC,,,False,False,,0,False,,PLANT BUILDING & SER,Plant Building & Services,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3950-HV-64,,,Process Building HVAC - Concentrator - Make Up Air Unit,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3950,Process Plant Building HVAC,,,False,False,,0,False,,PLANT BUILDING & SER,Plant Building & Services,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3950-HV-66,,,Process Building HVAC - Concentrator - Make Up Air Unit (Propane),False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3950,Process Plant Building HVAC,,,False,False,,0,False,,PLANT BUILDING & SER,Plant Building & Services,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3950-LV-338,,,Elution Boiler Room Louvre,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3620,Carbon Strip (Elution),,,False,False,,0,False,,GOLD RECOVERY & CARB,Gold Recovery & Carbon Regeneration,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3950-LV-339,,,Elution Boiler Room Louvre,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3620,Carbon Strip (Elution),,,False,False,,0,False,,GOLD RECOVERY & CARB,Gold Recovery & Carbon Regeneration,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3960,,,Crusher Electrical Room,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3900,Plant Building & Services - (Cost Centre 215),,,False,False,,0,False,,PLANT BUILDING & SER,Plant Building & Services,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3961,,,Process MV Electrical Rooms,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3900,Plant Building & Services - (Cost Centre 215),,,False,False,,0,False,,PLANT BUILDING & SER,Plant Building & Services,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3961-TX-01,,,4.16kV – 600V for 3962-MCC-02 Mill operating floor,False,OPERATING,GREEN TAG,True,True,ELECTRICAL,Asset,,,,3961,Process MV Electrical Rooms,,,False,False,,0,False,,PLANT BUILDING & SER,Plant Building & Services,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
