No.,No. 2,Vendor Asset No.,Description,Virtual Asset,Status Code,Condition Code,Active,Critical,Category Code,Type,Manufacturer Code,Model Number,Serial Number,Parent No.,Parent Description,Person/Group Responsible,Notes,Favorite,Open Form Exists,Risk Assessment No.,Max Handout Time (days),In Use,Handed To,Asset Location Code,Asset Location Name,Asset Responsibility Center,Asset Location Address,Asset Location County,Asset Location Country/Region Code,Disable Location Inheritance,Certification Authority,Static Coordinates,Latitude,Longitude,Level,On Transfer Order,In Transit,Installation Date,Lifetime (Years),Expected End Of Life Date,Warranty No.,Warranty Expiration Date,Expiry Notification Date,Warranty Counter Category,Warranty Counter Limit,Warranty Counter Notification Threshold,Number Of Warranties,During Replacement,Replacement Work Order No.,Replacement Asset No.,Connected to Type,Connected to No.,Gen. Bus. Posting Group,Expected Maintenance Strategy,Estimated Cost (h),Ownership Code,Acquisition Date,Acquisition Cost,Current Value,Replacement Cost,Insurance Policy
3944,,,Machine Workshop,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3900,Plant Building & Services - (Cost Centre 215),,,False,False,,0,False,,PLANT BUILDING & SER,Plant Building & Services,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3944-HO-02,,,Process Building Machine Shop 3 Ton Crane Machine Shop,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3944,Machine Workshop,,,False,False,,0,False,,PLANT BUILDING & SER,Plant Building & Services,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3945,,,"Balance of Administration Building (Offices, Dry, Warehouse)",False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3900,Plant Building & Services - (Cost Centre 215),,,False,False,,0,False,,PLANT BUILDING & SER,Plant Building & Services,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3950,,,Process Plant Building HVAC,False,WO READY,WO READY,True,False,MECHANICAL,Asset,,,,3900,Plant Building & Services - (Cost Centre 215),,,False,False,,0,False,,PLANT BUILDING & SER,Plant Building & Services,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3950-DC-186,,,Process Building HVAC - Fume Exhaust Fan,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3950,Process Plant Building HVAC,,,False,False,,0,False,,PLANT BUILDING & SER,Plant Building & Services,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3950-DC-188,,,Process Building HVAC - Fume Exhaust Fan,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3950,Process Plant Building HVAC,,,False,False,,0,False,,PLANT BUILDING & SER,Plant Building & Services,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3950-DC-190,,,Process Building HVAC - Cyanide - Fume Exhaust Fan destruction,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3950,Process Plant Building HVAC,,,False,False,,0,False,,PLANT BUILDING & SER,Plant Building & Services,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3950-DC-192,,,Process Building HVAC - Reagents - Fume Fan,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3950,Process Plant Building HVAC,,,False,False,,0,False,,PLANT BUILDING & SER,Plant Building & Services,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3950-DC-194,,,Process Building HVAC - Reagents - Fume Exhaust,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3950,Process Plant Building HVAC,,,False,False,,0,False,,PLANT BUILDING & SER,Plant Building & Services,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3950-DC-196,,,Process Building HVAC - Cyanide - Fume Exhaust Fan,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3950,Process Plant Building HVAC,,,False,False,,0,False,,PLANT BUILDING & SER,Plant Building & Services,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3950-DC-60,,,Process Building HVAC - Metallurgical Lab - Fume Exhaust Fan,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3950,Process Plant Building HVAC,,,False,False,,0,False,,PLANT BUILDING & SER,Plant Building & Services,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3950-EF-04,,,Process Building HVAC - Women's Dry - Exhaust Fan,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3950,Process Plant Building HVAC,,,False,False,,0,False,,PLANT BUILDING & SER,Plant Building & Services,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3950-EF-06,,,Process Building HVAC - Staff Dry - Exhaust Fan,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3950,Process Plant Building HVAC,,,False,False,,0,False,,PLANT BUILDING & SER,Plant Building & Services,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3950-EF-08,,,Process Building HVAC - Change House - Exhaust Fan,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3950,Process Plant Building HVAC,,,False,False,,0,False,,PLANT BUILDING & SER,Plant Building & Services,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3950-EF-130,,,Process Building HVAC - Exhaust Fan,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3950,Process Plant Building HVAC,,,False,False,,0,False,,PLANT BUILDING & SER,Plant Building & Services,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3950-EF-198,,,Process Building HVAC - CIL - Ventilation Fan,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3950,Process Plant Building HVAC,,,False,False,,0,False,,PLANT BUILDING & SER,Plant Building & Services,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3950-EF-200,,,Process Building HVAC - CIL - Ventilation Fan,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3950,Process Plant Building HVAC,,,False,False,,0,False,,PLANT BUILDING & SER,Plant Building & Services,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3950-EF-202,,,Process Building HVAC - CIL - Ventilation Fan,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3950,Process Plant Building HVAC,,,False,False,,0,False,,PLANT BUILDING & SER,Plant Building & Services,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3950-EF-204,,,Process Building HVAC - CIL - Ventilation Fan,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3950,Process Plant Building HVAC,,,False,False,,0,False,,PLANT BUILDING & SER,Plant Building & Services,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3950-EF-212,,,Propeller Fan,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3950,Process Plant Building HVAC,,,False,False,,0,False,,PLANT BUILDING & SER,Plant Building & Services,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3950-EF-214,,,Workshop AF - Wall Fan,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3950,Process Plant Building HVAC,,,False,False,,0,False,,PLANT BUILDING & SER,Plant Building & Services,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3950-EF-26,,,Process Building HVAC - Truck Shop - Exhaust Fan,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3950,Process Plant Building HVAC,,,False,False,,0,False,,PLANT BUILDING & SER,Plant Building & Services,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3950-EF-276,,,Truck Repair AF - Propeller Fan,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3950,Process Plant Building HVAC,,,False,False,,0,False,,PLANT BUILDING & SER,Plant Building & Services,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3950-EF-278,,,Truck Repair AF - Propeller Fan,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3950,Process Plant Building HVAC,,,False,False,,0,False,,PLANT BUILDING & SER,Plant Building & Services,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3950-EF-28,,,Process Building HVAC - Truck Shop - Exhaust Fan,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3950,Process Plant Building HVAC,,,False,False,,0,False,,PLANT BUILDING & SER,Plant Building & Services,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3950-EF-288,,,Dry Area AF - Celing Exhaust Fan,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3950,Process Plant Building HVAC,,,False,False,,0,False,,PLANT BUILDING & SER,Plant Building & Services,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3950-EF-296,,,Workshop AF - Wall Fan,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3950,Process Plant Building HVAC,,,False,False,,0,False,,PLANT BUILDING & SER,Plant Building & Services,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3950-EF-30,,,Process Building HVAC - Truck Shop - Exhaust Fan,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3950,Process Plant Building HVAC,,,False,False,,0,False,,PLANT BUILDING & SER,Plant Building & Services,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3950-EF-300,,,Warehouse AF - Wall Fan,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3950,Process Plant Building HVAC,,,False,False,,0,False,,PLANT BUILDING & SER,Plant Building & Services,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3950-EF-32,,,Process Building HVAC - Truck Shop - Exhaust Fan,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3950,Process Plant Building HVAC,,,False,False,,0,False,,PLANT BUILDING & SER,Plant Building & Services,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3950-EF-34,,,Process Building HVAC -Men's Dry -  Exhaust Fan,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3950,Process Plant Building HVAC,,,False,False,,0,False,,PLANT BUILDING & SER,Plant Building & Services,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3950-EF-36,,,Process Building HVAC - Office - Exhaust Fan,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3950,Process Plant Building HVAC,,,False,False,,0,False,,PLANT BUILDING & SER,Plant Building & Services,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3950-EF-38,,,Process Building HVAC - Office - Exhaust Fan,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3950,Process Plant Building HVAC,,,False,False,,0,False,,PLANT BUILDING & SER,Plant Building & Services,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3950-EF-40,,,Process Building HVAC - Office - Exhaust Fan,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3950,Process Plant Building HVAC,,,False,False,,0,False,,PLANT BUILDING & SER,Plant Building & Services,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3950-EF-48,,,Process Building HVAC - Light Vehicles - Exhaust Fan #1,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3950,Process Plant Building HVAC,,,False,False,,0,False,,PLANT BUILDING & SER,Plant Building & Services,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3950-EF-50,,,Process Building HVAC - Light Vehicles - Exhaust Fan #2,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3950,Process Plant Building HVAC,,,False,False,,0,False,,PLANT BUILDING & SER,Plant Building & Services,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3950-EF-54,,,Process Building HVAC - Exhaust Fan,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3950,Process Plant Building HVAC,,,False,False,,0,False,,PLANT BUILDING & SER,Plant Building & Services,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3950-EF-56,,,Process Building HVAC - Second Floor E-room Ventilation Fan,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3950,Process Plant Building HVAC,,,False,False,,0,False,,PLANT BUILDING & SER,Plant Building & Services,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3950-EF-80,,,Process Building HVAC - Exhaust Fan (summer only),False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3950,Process Plant Building HVAC,,,False,False,,0,False,,PLANT BUILDING & SER,Plant Building & Services,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3950-EF-82,,,Process Building HVAC - Exhaust Fan (summer only),False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3950,Process Plant Building HVAC,,,False,False,,0,False,,PLANT BUILDING & SER,Plant Building & Services,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3950-EF-84,,,Process Building HVAC - Exhaust Fan (summer only),False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3950,Process Plant Building HVAC,,,False,False,,0,False,,PLANT BUILDING & SER,Plant Building & Services,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3950-EF-86,,,Process Building HVAC - Exhaust Fan,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3950,Process Plant Building HVAC,,,False,False,,0,False,,PLANT BUILDING & SER,Plant Building & Services,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3950-EF-88,,,Process Building HVAC - Exhaust Fan,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3950,Process Plant Building HVAC,,,False,False,,0,False,,PLANT BUILDING & SER,Plant Building & Services,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3950-EF-90,,,Process Building HVAC - Exhaust Fan,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3950,Process Plant Building HVAC,,,False,False,,0,False,,PLANT BUILDING & SER,Plant Building & Services,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3950-EF-92,,,Process Building HVAC - Exhaust Fan,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3950,Process Plant Building HVAC,,,False,False,,0,False,,PLANT BUILDING & SER,Plant Building & Services,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3950-EF-94,,,Process Building HVAC - Exhaust Fan,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3950,Process Plant Building HVAC,,,False,False,,0,False,,PLANT BUILDING & SER,Plant Building & Services,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3950-EF-96,,,Process Building HVAC - Exhaust Fan,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3950,Process Plant Building HVAC,,,False,False,,0,False,,PLANT BUILDING & SER,Plant Building & Services,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3950-FN-100,,,Process Building HVAC - Ventilation Fan,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3950,Process Plant Building HVAC,,,False,False,,0,False,,PLANT BUILDING & SER,Plant Building & Services,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3950-FN-102,,,Process Building HVAC - Ventilation Fan,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3950,Process Plant Building HVAC,,,False,False,,0,False,,PLANT BUILDING & SER,Plant Building & Services,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3950-FN-104,,,Process Building HVAC - Ventilation Fan,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3950,Process Plant Building HVAC,,,False,False,,0,False,,PLANT BUILDING & SER,Plant Building & Services,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3950-FN-106,,,Process Building HVAC - Recirculation Fan,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3950,Process Plant Building HVAC,,,False,False,,0,False,,PLANT BUILDING & SER,Plant Building & Services,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3950-FN-108,,,Process Building HVAC - Recirculation Fan,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3950,Process Plant Building HVAC,,,False,False,,0,False,,PLANT BUILDING & SER,Plant Building & Services,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3950-FN-110,,,Process Building HVAC - Recirculation Fan,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3950,Process Plant Building HVAC,,,False,False,,0,False,,PLANT BUILDING & SER,Plant Building & Services,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3950-FN-112,,,Process Building HVAC - Recirculation Fan,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3950,Process Plant Building HVAC,,,False,False,,0,False,,PLANT BUILDING & SER,Plant Building & Services,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3950-FN-114,,,Process Building HVAC - Recirculation Fan,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3950,Process Plant Building HVAC,,,False,False,,0,False,,PLANT BUILDING & SER,Plant Building & Services,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3950-FN-116,,,Process Building HVAC - Recirculation Fan,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3950,Process Plant Building HVAC,,,False,False,,0,False,,PLANT BUILDING & SER,Plant Building & Services,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3950-FN-118,,,Process Building HVAC -First Floor E-room Ventilation Fan,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3950,Process Plant Building HVAC,,,False,False,,0,False,,PLANT BUILDING & SER,Plant Building & Services,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3950-FN-146,,,Ventilation fan,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3950,Process Plant Building HVAC,,,False,False,,0,False,,PLANT BUILDING & SER,Plant Building & Services,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3950-FN-148,,,Ventilation fan,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3950,Process Plant Building HVAC,,,False,False,,0,False,,PLANT BUILDING & SER,Plant Building & Services,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3950-FN-176,,,Ventilation fan,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3950,Process Plant Building HVAC,,,False,False,,0,False,,PLANT BUILDING & SER,Plant Building & Services,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3950-FN-178,,,Ventilation fan,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3950,Process Plant Building HVAC,,,False,False,,0,False,,PLANT BUILDING & SER,Plant Building & Services,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3950-FN-180,,,Ventilation fan,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3950,Process Plant Building HVAC,,,False,False,,0,False,,PLANT BUILDING & SER,Plant Building & Services,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3950-FN-182,,,Ventilation fan,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3950,Process Plant Building HVAC,,,False,False,,0,False,,PLANT BUILDING & SER,Plant Building & Services,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3950-FN-334,,,Elution Boiler Room Cooling (Exhaust) Air Fan,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3620,Carbon Strip (Elution),,,False,False,,0,False,,GOLD RECOVERY & CARB,Gold Recovery & Carbon Regeneration,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3950-FN-42,,,Process Building HVAC - Office - Return Air Fan,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3950,Process Plant Building HVAC,,,False,False,,0,False,,PLANT BUILDING & SER,Plant Building & Services,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3950-FN-65,,,Process Building HVAC - Concentrator - Make Up Air Unit Fan,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3950,Process Plant Building HVAC,,,False,False,,0,False,,PLANT BUILDING & SER,Plant Building & Services,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3950-FN-67,,,Process Building HVAC - Concentrator - Make Up Air Unit Fan,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3950,Process Plant Building HVAC,,,False,False,,0,False,,PLANT BUILDING & SER,Plant Building & Services,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3950-FN-98,,,Process Building HVAC - Ventilation Fan,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3950,Process Plant Building HVAC,,,False,False,,0,False,,PLANT BUILDING & SER,Plant Building & Services,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3950-HT-02,,,Process Building HVAC - Truck Shop - Unit Heater (Propane),False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3950,Process Plant Building HVAC,,,False,False,,0,False,,PLANT BUILDING & SER,Plant Building & Services,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3950-HT-10,,,Process Building HVAC - Mechanical Room - Unit Heater,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3950,Process Plant Building HVAC,,,False,False,,0,False,,PLANT BUILDING & SER,Plant Building & Services,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3950-HT-132,,,Process Building HVAC - Unit Heater,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3950,Process Plant Building HVAC,,,False,False,,0,False,,PLANT BUILDING & SER,Plant Building & Services,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3950-HT-134,,,Process Building HVAC - Unit Heater,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3950,Process Plant Building HVAC,,,False,False,,0,False,,PLANT BUILDING & SER,Plant Building & Services,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3950-HT-136,,,Process Building HVAC - Unit Heater,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3950,Process Plant Building HVAC,,,False,False,,0,False,,PLANT BUILDING & SER,Plant Building & Services,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3950-HT-138,,,Process Building HVAC - Warehouse - Baseboard Heater,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3950,Process Plant Building HVAC,,,False,False,,0,False,,PLANT BUILDING & SER,Plant Building & Services,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3950-HT-140,,,Process Building HVAC - Baseboard Heater,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3950,Process Plant Building HVAC,,,False,False,,0,False,,PLANT BUILDING & SER,Plant Building & Services,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3950-HT-142,,,Process Building HVAC - Baseboard Heater,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3950,Process Plant Building HVAC,,,False,False,,0,False,,PLANT BUILDING & SER,Plant Building & Services,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3950-HT-144,,,Process Building HVAC - Baseboard Heater,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3950,Process Plant Building HVAC,,,False,False,,0,False,,PLANT BUILDING & SER,Plant Building & Services,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3950-HT-150,,,Unit Heater,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3950,Process Plant Building HVAC,,,False,False,,0,False,,PLANT BUILDING & SER,Plant Building & Services,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3950-HT-152,,,Unit Heater,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3950,Process Plant Building HVAC,,,False,False,,0,False,,PLANT BUILDING & SER,Plant Building & Services,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3950-HT-154,,,Unit Heater,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3950,Process Plant Building HVAC,,,False,False,,0,False,,PLANT BUILDING & SER,Plant Building & Services,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3950-HT-156,,,Process Building HVAC - CIL - Unit Heater,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3950,Process Plant Building HVAC,,,False,False,,0,False,,PLANT BUILDING & SER,Plant Building & Services,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
